district_code,district_name,week,year,disease,cases_reported,population,incidence_rate,vaccination_coverage,rainfall_mm,humidity,risk_flag
D0420,District_420,18,2025,Typhoid,250,5996433,0.041691452,61.84,325.66,68.14,1
D0420,District_420,19,2025,Malaria,113,5996433,0.018844536,61.84,101.23,62.58,1
D0420,District_420,20,2025,Swine Flu,270,5996433,0.045026768,61.84,445.06,85.09,1
D0420,District_420,21,2025,Chikungunya,272,5996433,0.0453603,61.84,429.52,37.1,1
D0420,District_420,22,2025,Chikungunya,199,5996433,0.033186396,61.84,38.36,84.16,1
D0420,District_420,23,2025,Chikungunya,158,5996433,0.026348998,61.84,53.19,47.01,1
D0420,District_420,24,2025,Dengue,196,5996433,0.032686099,61.84,247.59,49.66,1
D0420,District_420,25,2025,Chikungunya,96,5996433,0.016009518,61.84,304.61,71.96,0
D0420,District_420,26,2025,Malaria,259,5996433,0.043192345,61.84,137.45,93.14,1
D0421,District_421,1,2025,Typhoid,239,2709793,0.088198619,51.78,358.4,70.49,1
D0421,District_421,2,2025,Typhoid,100,2709793,0.036903188,51.78,297.46,75.43,0
D0421,District_421,3,2025,Chikungunya,23,2709793,0.008487733,51.78,162.41,84.36,0
D0421,District_421,4,2025,Swine Flu,226,2709793,0.083401204,51.78,12.69,48.15,1
D0421,District_421,5,2025,Swine Flu,59,2709793,0.021772881,51.78,375.08,87.91,0
D0421,District_421,6,2025,Chikungunya,152,2709793,0.056092845,51.78,107.38,59.26,1
D0421,District_421,7,2025,Typhoid,299,2709793,0.110340532,51.78,417.24,42.3,1
D0421,District_421,8,2025,Swine Flu,244,2709793,0.090043778,51.78,210.15,54.51,1
D0421,District_421,9,2025,Typhoid,99,2709793,0.036534156,51.78,288.54,47.23,0
D0421,District_421,10,2025,Dengue,123,2709793,0.045390921,51.78,436.47,46.01,1
D0421,District_421,11,2025,Swine Flu,223,2709793,0.082294109,51.78,431.81,49.78,1
D0421,District_421,12,2025,Malaria,141,2709793,0.052033495,51.78,185.76,42.67,1
D0421,District_421,13,2025,Chikungunya,9,2709793,0.003321287,51.78,104.44,76.74,0
D0421,District_421,14,2025,Hepatitis,142,2709793,0.052402527,51.78,387.57,70.6,1
D0421,District_421,15,2025,Dengue,127,2709793,0.046867049,51.78,216.54,75.39,1
D0421,District_421,16,2025,Malaria,102,2709793,0.037641252,51.78,96.02,54.06,1
D0421,District_421,17,2025,Malaria,140,2709793,0.051664463,51.78,452.21,83.88,1
D0421,District_421,18,2025,Swine Flu,198,2709793,0.073068312,51.78,99.05,39.07,1
D0421,District_421,19,2025,Typhoid,221,2709793,0.081556045,51.78,12.9,69.98,1
D0421,District_421,20,2025,Malaria,100,2709793,0.036903188,51.78,10.14,49.28,0
D0421,District_421,21,2025,Swine Flu,194,2709793,0.071592184,51.78,311.16,66.93,1
D0421,District_421,22,2025,Dengue,51,2709793,0.018820626,51.78,330.84,52.65,0
D0421,District_421,23,2025,Dengue,94,2709793,0.034688997,51.78,155.52,85.34,0
D0421,District_421,24,2025,Hepatitis,288,2709793,0.106281181,51.78,160.01,92.39,1
D0421,District_421,25,2025,Malaria,156,2709793,0.057568973,51.78,169.75,81.98,1
D0421,District_421,26,2025,Hepatitis,151,2709793,0.055723814,51.78,340.08,42.29,1
D0422,District_422,1,2025,Malaria,196,2373226,0.082588005,52.17,29.07,49.24,1
D0422,District_422,2,2025,Hepatitis,292,2373226,0.123039272,52.17,464.56,94.36,1
D0422,District_422,3,2025,Swine Flu,111,2373226,0.046771778,52.17,111.26,60.61,1
D0422,District_422,4,2025,Hepatitis,276,2373226,0.116297394,52.17,499.84,95.88,1
D0422,District_422,5,2025,Dengue,48,2373226,0.020225634,52.17,85.76,57.47,0
D0422,District_422,6,2025,Dengue,54,2373226,0.022753838,52.17,385.77,96.62,0
D0422,District_422,7,2025,Chikungunya,185,2373226,0.077952964,52.17,111.71,94.8,1
D0422,District_422,8,2025,Hepatitis,225,2373226,0.094807658,52.17,40.42,76.24,1
D0422,District_422,9,2025,Hepatitis,49,2373226,0.020647001,52.17,437.47,30.62,0
D0422,District_422,10,2025,Malaria,177,2373226,0.074582025,52.17,429.38,58.02,1
D0422,District_422,11,2025,Chikungunya,251,2373226,0.10576321,52.17,201.79,93.79,1
D0422,District_422,12,2025,Hepatitis,164,2373226,0.069104249,52.17,351.2,91.96,1
D0422,District_422,13,2025,Dengue,270,2373226,0.11376919,52.17,278.53,43.12,1
D0422,District_422,14,2025,Chikungunya,147,2373226,0.061941004,52.17,426.48,57.94,1
D0422,District_422,15,2025,Typhoid,239,2373226,0.100706802,52.17,157.53,88.49,1
D0422,District_422,16,2025,Chikungunya,140,2373226,0.058991432,52.17,261.84,70.45,1
D0422,District_422,17,2025,Hepatitis,241,2373226,0.101549536,52.17,242.69,89.31,1
D0422,District_422,18,2025,Dengue,75,2373226,0.031602553,52.17,176.95,87.86,0
D0422,District_422,19,2025,Malaria,3,2373226,0.001264102,52.17,445.73,93.52,0
D0422,District_422,20,2025,Chikungunya,176,2373226,0.074160657,52.17,82.94,38.21,1
D0422,District_422,21,2025,Swine Flu,150,2373226,0.063205106,52.17,74.75,40.17,1
D0422,District_422,22,2025,Dengue,67,2373226,0.028231614,52.17,288.45,35.8,0
D0422,District_422,23,2025,Typhoid,239,2373226,0.100706802,52.17,328.75,95.47,1
D0422,District_422,24,2025,Malaria,45,2373226,0.018961532,52.17,97.31,63.26,0
D0422,District_422,25,2025,Hepatitis,287,2373226,0.120932435,52.17,195.36,34.5,1
D0422,District_422,26,2025,Swine Flu,4,2373226,0.001685469,52.17,473.28,52.51,0
D0423,District_423,1,2025,Dengue,38,4618615,0.008227575,53.13,123.31,54.6,0
D0423,District_423,2,2025,Dengue,290,4618615,0.062789386,53.13,334.18,86.67,1
D0423,District_423,3,2025,Malaria,252,4618615,0.054561811,53.13,370.07,81.48,1
D0423,District_423,4,2025,Dengue,200,4618615,0.043303025,53.13,224.06,78.26,1
D0423,District_423,5,2025,Typhoid,251,4618615,0.054345296,53.13,468.76,31.53,1
D0423,District_423,6,2025,Typhoid,295,4618615,0.063871962,53.13,368.33,93.75,1
D0423,District_423,7,2025,Malaria,234,4618615,0.050664539,53.13,228.96,45.09,1
D0423,District_423,8,2025,Dengue,92,4618615,0.019919391,53.13,284.67,74.03,0
D0423,District_423,9,2025,Chikungunya,182,4618615,0.039405753,53.13,346.31,34.33,1
D0423,District_423,10,2025,Hepatitis,139,4618615,0.030095602,53.13,296.1,35.71,1
D0423,District_423,11,2025,Chikungunya,63,4618615,0.013640453,53.13,439.35,30.67,0
D0423,District_423,12,2025,Typhoid,170,4618615,0.036807571,53.13,178.44,69.61,1
D0423,District_423,13,2025,Malaria,79,4618615,0.017104695,53.13,149.94,74.06,0
D0423,District_423,14,2025,Chikungunya,42,4618615,0.009093635,53.13,106.92,33.53,0
D0423,District_423,15,2025,Hepatitis,23,4618615,0.004979848,53.13,18.89,50.33,0
D0423,District_423,16,2025,Hepatitis,29,4618615,0.006278939,53.13,21.51,89.6,0
D0423,District_423,17,2025,Typhoid,292,4618615,0.063222416,53.13,435.03,37.09,1
D0423,District_423,18,2025,Typhoid,142,4618615,0.030745148,53.13,339.2,45.16,1
D0423,District_423,19,2025,Swine Flu,66,4618615,0.014289998,53.13,330.27,59.71,0
D0423,District_423,20,2025,Swine Flu,81,4618615,0.017537725,53.13,307.32,88.96,0
D0423,District_423,21,2025,Dengue,96,4618615,0.020785452,53.13,424.61,47.84,0
D0423,District_423,22,2025,Malaria,178,4618615,0.038539692,53.13,240.13,99.8,1
D0423,District_423,23,2025,Dengue,179,4618615,0.038756207,53.13,435.21,54.87,1
D0423,District_423,24,2025,Chikungunya,225,4618615,0.048715903,53.13,179.72,57.05,1
D0423,District_423,25,2025,Dengue,36,4618615,0.007794544,53.13,463.35,38.55,0
D0423,District_423,26,2025,Dengue,163,4618615,0.035291965,53.13,349.33,77.61,1
D0424,District_424,1,2025,Malaria,48,9246693,0.005191045,61.85,128.59,47.04,0
D0424,District_424,2,2025,Dengue,229,9246693,0.024765611,61.85,282.04,74.02,1
D0424,District_424,3,2025,Chikungunya,280,9246693,0.030281096,61.85,266.52,45.62,1
D0424,District_424,4,2025,Malaria,54,9246693,0.005839926,61.85,68.95,57.15,0
D0424,District_424,5,2025,Dengue,111,9246693,0.012004292,61.85,295.62,89.97,1
D0424,District_424,6,2025,Chikungunya,158,9246693,0.01708719,61.85,157.39,81.72,1
D0424,District_424,7,2025,Chikungunya,17,9246693,0.001838495,61.85,26.17,40.82,0
D0424,District_424,8,2025,Hepatitis,188,9246693,0.020331593,61.85,474.33,72.54,1
D0424,District_424,9,2025,Swine Flu,52,9246693,0.005623632,61.85,320.75,74,0
D0424,District_424,10,2025,Hepatitis,200,9246693,0.021629354,61.85,438.46,36.34,1
D0424,District_424,11,2025,Swine Flu,213,9246693,0.023035262,61.85,338.03,62.61,1
D0424,District_424,12,2025,Malaria,226,9246693,0.02444117,61.85,178.49,48.25,1
D0424,District_424,13,2025,Malaria,125,9246693,0.013518347,61.85,256.34,62.7,1
D0424,District_424,14,2025,Chikungunya,197,9246693,0.021304914,61.85,337.87,84.39,1
D0424,District_424,15,2025,Typhoid,104,9246693,0.011247264,61.85,480.13,41.08,1
D0424,District_424,16,2025,Hepatitis,150,9246693,0.016222016,61.85,126.83,38.63,1
D0424,District_424,17,2025,Chikungunya,243,9246693,0.026279666,61.85,437.49,48.85,1
D0424,District_424,18,2025,Chikungunya,102,9246693,0.011030971,61.85,462.04,96.66,1
D0424,District_424,19,2025,Swine Flu,122,9246693,0.013193906,61.85,335.21,82.35,1
D0424,District_424,20,2025,Malaria,206,9246693,0.022278235,61.85,465.63,31.36,1
D0424,District_424,21,2025,Dengue,213,9246693,0.023035262,61.85,198.94,58.07,1
D0424,District_424,22,2025,Typhoid,4,9246693,0.000432587,61.85,476.51,48.02,0
D0424,District_424,23,2025,Dengue,124,9246693,0.0134102,61.85,351.39,74.67,1
D0424,District_424,24,2025,Typhoid,58,9246693,0.006272513,61.85,21,62.15,0
D0424,District_424,25,2025,Malaria,122,9246693,0.013193906,61.85,453.44,97.51,1
D0424,District_424,26,2025,Typhoid,193,9246693,0.020872327,61.85,242.24,45.33,1
D0425,District_425,1,2025,Dengue,196,5390475,0.036360432,66.32,230.16,71.15,1
D0425,District_425,2,2025,Typhoid,96,5390475,0.017809191,66.32,283.23,79.01,0
D0425,District_425,3,2025,Malaria,202,5390475,0.037473507,66.32,74.69,87.79,1
D0425,District_425,4,2025,Malaria,180,5390475,0.033392234,66.32,234.58,58.49,1
D0425,District_425,5,2025,Chikungunya,77,5390475,0.014284455,66.32,415.56,78.08,0
D0425,District_425,6,2025,Malaria,214,5390475,0.039699655,66.32,7.74,51.22,1
D0425,District_425,7,2025,Swine Flu,139,5390475,0.025786225,66.32,136.46,60.48,1
D0425,District_425,8,2025,Hepatitis,276,5390475,0.051201425,66.32,1.23,92.69,1
D0425,District_425,9,2025,Swine Flu,111,5390475,0.020591877,66.32,207.86,96.49,1
D0425,District_425,10,2025,Typhoid,4,5390475,0.00074205,66.32,364.16,80.32,0
D0425,District_425,11,2025,Chikungunya,253,5390475,0.046934639,66.32,399.39,56.2,1
D0425,District_425,12,2025,Dengue,46,5390475,0.008533571,66.32,472.59,87.4,0
D0425,District_425,13,2025,Malaria,158,5390475,0.029310961,66.32,304.25,31.81,1
D0425,District_425,14,2025,Typhoid,90,5390475,0.016696117,66.32,127.31,37.19,0
D0425,District_425,15,2025,Typhoid,203,5390475,0.037659019,66.32,462.07,76.3,1
D0425,District_425,16,2025,Dengue,119,5390475,0.022075977,66.32,387.66,50.39,1
D0425,District_425,17,2025,Malaria,221,5390475,0.040998242,66.32,287.21,96.6,1
D0425,District_425,18,2025,Swine Flu,76,5390475,0.014098943,66.32,347.82,60.52,0
D0425,District_425,19,2025,Malaria,112,5390475,0.02077739,66.32,462.16,60.06,1
D0425,District_425,20,2025,Hepatitis,283,5390475,0.052500012,66.32,356.2,77.47,1
D0425,District_425,21,2025,Dengue,249,5390475,0.04619259,66.32,184.19,83.73,1
D0425,District_425,22,2025,Malaria,247,5390475,0.045821565,66.32,356.51,63.29,1
D0425,District_425,23,2025,Chikungunya,171,5390475,0.031722622,66.32,20.14,44.98,1
D0425,District_425,24,2025,Swine Flu,294,5390475,0.054540648,66.32,193.21,84.13,1
D0425,District_425,25,2025,Malaria,142,5390475,0.026342762,66.32,203.16,52.42,1
D0425,District_425,26,2025,Chikungunya,21,5390475,0.003895761,66.32,83.42,42.26,0
D0426,District_426,1,2025,Swine Flu,108,5400878,0.019996749,77.47,11.54,74.21,0
D0426,District_426,2,2025,Hepatitis,61,5400878,0.01129446,77.47,66.69,36.33,0
D0426,District_426,3,2025,Malaria,255,5400878,0.047214545,77.47,327.31,97.99,0
D0426,District_426,4,2025,Swine Flu,254,5400878,0.04702939,77.47,401.14,74.27,0
D0426,District_426,5,2025,Hepatitis,65,5400878,0.01203508,77.47,494.1,99.01,0
D0426,District_426,6,2025,Chikungunya,211,5400878,0.039067722,77.47,173.18,53.72,0
D0426,District_426,7,2025,Malaria,10,5400878,0.001851551,77.47,299.69,97.98,0
D0426,District_426,8,2025,Typhoid,53,5400878,0.009813219,77.47,468.57,40.19,0
D0426,District_426,9,2025,Chikungunya,243,5400878,0.044992685,77.47,83.52,32.85,0
D0426,District_426,10,2025,Malaria,133,5400878,0.024625626,77.47,358.82,32.31,0
D0426,District_426,11,2025,Malaria,172,5400878,0.031846674,77.47,377.49,62.54,0
D0426,District_426,12,2025,Hepatitis,176,5400878,0.032587294,77.47,44.49,35.81,0
D0426,District_426,13,2025,Typhoid,157,5400878,0.029069348,77.47,430.62,65.85,0
D0426,District_426,14,2025,Malaria,110,5400878,0.020367059,77.47,406.55,52.93,0
D0426,District_426,15,2025,Chikungunya,21,5400878,0.003888257,77.47,16.7,53.49,0
D0426,District_426,16,2025,Typhoid,257,5400878,0.047584856,77.47,45.54,74.49,0
D0426,District_426,17,2025,Malaria,137,5400878,0.025366246,77.47,24.56,41.42,0
D0426,District_426,18,2025,Malaria,43,5400878,0.007961668,77.47,167.37,83.66,0
D0426,District_426,19,2025,Malaria,65,5400878,0.01203508,77.47,254.64,70.74,0
D0426,District_426,20,2025,Dengue,229,5400878,0.042400513,77.47,266.17,94.05,0
D0426,District_426,21,2025,Dengue,107,5400878,0.019811594,77.47,133.83,55.54,0
D0426,District_426,22,2025,Typhoid,143,5400878,0.026477176,77.47,455.8,98.79,0
D0426,District_426,23,2025,Typhoid,225,5400878,0.041659893,77.47,184.13,70.31,0
D0426,District_426,24,2025,Hepatitis,148,5400878,0.027402952,77.47,22.78,98.14,0
D0426,District_426,25,2025,Chikungunya,282,5400878,0.052213733,77.47,150.11,31.89,0
D0426,District_426,26,2025,Typhoid,203,5400878,0.037586481,77.47,265.55,80.96,0
D0427,District_427,1,2025,Swine Flu,149,2828494,0.05267821,84.68,204.11,87.16,0
D0427,District_427,2,2025,Hepatitis,12,2828494,0.00424254,84.68,136.92,33.72,0
D0427,District_427,3,2025,Typhoid,179,2828494,0.063284561,84.68,65.66,70.53,0
D0427,District_427,4,2025,Malaria,296,2828494,0.104649329,84.68,409.58,86.14,0
D0427,District_427,5,2025,Swine Flu,36,2828494,0.012727621,84.68,498.07,69.27,0
D0427,District_427,6,2025,Malaria,93,2828494,0.032879688,84.68,164.77,34.47,0
D0427,District_427,7,2025,Typhoid,280,2828494,0.098992609,84.68,190.81,78.54,0
D0427,District_427,8,2025,Swine Flu,29,2828494,0.010252806,84.68,309.02,34.24,0
D0427,District_427,9,2025,Chikungunya,173,2828494,0.06116329,84.68,359.22,87.22,0
D0427,District_427,10,2025,Swine Flu,44,2828494,0.015555981,84.68,196.01,33.01,0
D0427,District_427,11,2025,Dengue,47,2828494,0.016616616,84.68,452.46,39.62,0
D0427,District_427,12,2025,Malaria,17,2828494,0.006010266,84.68,280,49.26,0
D0427,District_427,13,2025,Typhoid,194,2828494,0.068587736,84.68,225.2,74.34,0
D0427,District_427,14,2025,Malaria,178,2828494,0.062931016,84.68,323.34,98.35,0
D0427,District_427,15,2025,Swine Flu,235,2828494,0.083083082,84.68,476.4,38.25,0
D0427,District_427,16,2025,Malaria,131,2828494,0.046314399,84.68,397.28,39.99,0
D0427,District_427,17,2025,Swine Flu,240,2828494,0.084850808,84.68,20.01,55.82,0
D0427,District_427,18,2025,Swine Flu,286,2828494,0.101113879,84.68,166.15,88.54,0
D0427,District_427,19,2025,Swine Flu,222,2828494,0.078486997,84.68,235.27,62.71,0
D0427,District_427,20,2025,Swine Flu,82,2828494,0.028990693,84.68,157.26,52.51,0
D0427,District_427,21,2025,Chikungunya,73,2828494,0.025808787,84.68,350.09,69.28,0
D0427,District_427,22,2025,Dengue,124,2828494,0.043839584,84.68,413.13,48.24,0
D0427,District_427,23,2025,Swine Flu,103,2828494,0.036415138,84.68,365.67,58.08,0
D0427,District_427,24,2025,Chikungunya,158,2828494,0.055860115,84.68,494.67,53.28,0
D0427,District_427,25,2025,Swine Flu,70,2828494,0.024748152,84.68,136.27,86.29,0
D0427,District_427,26,2025,Hepatitis,190,2828494,0.067173556,84.68,437.49,94.7,0
D0428,District_428,1,2025,Swine Flu,6,8955079,0.000670011,50.86,383.31,83.17,0
D0428,District_428,2,2025,Malaria,122,8955079,0.013623554,50.86,181.09,60.74,1
D0428,District_428,3,2025,Dengue,233,8955079,0.026018754,50.86,367.06,65.3,1
D0428,District_428,4,2025,Hepatitis,66,8955079,0.007370119,50.86,52.04,38.76,0
D0428,District_428,5,2025,Chikungunya,185,8955079,0.020658668,50.86,394.67,82.28,1
D0428,District_428,6,2025,Chikungunya,89,8955079,0.009938494,50.86,266.17,71.75,0
D0428,District_428,7,2025,Typhoid,2,8955079,0.000223337,50.86,146.15,93.17,0
D0428,District_428,8,2025,Typhoid,255,8955079,0.028475461,50.86,327.89,44.04,1
D0428,District_428,9,2025,Malaria,242,8955079,0.027023771,50.86,320.81,83.18,1
D0428,District_428,10,2025,Swine Flu,177,8955079,0.01976532,50.86,104.74,77.93,1
D0428,District_428,11,2025,Hepatitis,81,8955079,0.009045146,50.86,15.2,48.61,0
D0428,District_428,12,2025,Swine Flu,175,8955079,0.019541983,50.86,216.81,76.72,1
D0428,District_428,13,2025,Malaria,9,8955079,0.001005016,50.86,284.76,94.71,0
D0428,District_428,14,2025,Malaria,127,8955079,0.014181896,50.86,438.3,94.29,1
D0428,District_428,15,2025,Dengue,34,8955079,0.003796728,50.86,464.11,80.37,0
D0428,District_428,16,2025,Typhoid,80,8955079,0.008933478,50.86,264.4,33.37,0
D0428,District_428,17,2025,Typhoid,91,8955079,0.010161831,50.86,376.9,91.06,0
D0428,District_428,18,2025,Swine Flu,92,8955079,0.0102735,50.86,219.65,76.04,0
D0428,District_428,19,2025,Chikungunya,268,8955079,0.029927151,50.86,373.04,51.73,1
D0428,District_428,20,2025,Hepatitis,230,8955079,0.025683749,50.86,102.4,43.11,1
D0428,District_428,21,2025,Dengue,102,8955079,0.011390184,50.86,185.53,38.13,1
D0428,District_428,22,2025,Dengue,274,8955079,0.030597162,50.86,317.11,33.52,1
D0428,District_428,23,2025,Hepatitis,89,8955079,0.009938494,50.86,9.08,82.79,0
D0428,District_428,24,2025,Typhoid,195,8955079,0.021775352,50.86,361.23,46.51,1
D0428,District_428,25,2025,Dengue,264,8955079,0.029480477,50.86,417.77,31.7,1
D0428,District_428,26,2025,Typhoid,229,8955079,0.02557208,50.86,199.57,57.81,1
D0429,District_429,1,2025,Dengue,97,4617860,0.021005401,74.74,223.97,63.78,0
D0429,District_429,2,2025,Swine Flu,23,4617860,0.004980662,74.74,425.64,41.85,0
D0429,District_429,3,2025,Swine Flu,237,4617860,0.051322474,74.74,387.83,33.08,0
D0429,District_429,4,2025,Dengue,53,4617860,0.011477178,74.74,144.07,43.24,0
D0429,District_429,5,2025,Swine Flu,37,4617860,0.008012369,74.74,161.99,77.54,0
D0429,District_429,6,2025,Chikungunya,16,4617860,0.003464808,74.74,339.44,35.76,0
D0429,District_429,7,2025,Chikungunya,198,4617860,0.042877004,74.74,281.6,68.85,0
D0429,District_429,8,2025,Dengue,17,4617860,0.003681359,74.74,81.11,40.25,0
D0429,District_429,9,2025,Chikungunya,37,4617860,0.008012369,74.74,154.96,43.7,0
D0429,District_429,10,2025,Chikungunya,216,4617860,0.046774913,74.74,449.99,57.52,0
D0429,District_429,11,2025,Typhoid,106,4617860,0.022954355,74.74,344.09,37.06,0
D0429,District_429,12,2025,Hepatitis,274,4617860,0.059334843,74.74,492.99,42.12,0
D0429,District_429,13,2025,Hepatitis,260,4617860,0.056303136,74.74,383.51,54.43,0
D0429,District_429,14,2025,Dengue,116,4617860,0.025119861,74.74,470.99,53.08,0
D0429,District_429,15,2025,Swine Flu,29,4617860,0.006279965,74.74,108.09,82.45,0
D0429,District_429,16,2025,Swine Flu,18,4617860,0.003897909,74.74,385.74,35.23,0
D0429,District_429,17,2025,Swine Flu,251,4617860,0.054354181,74.74,10.11,90.23,0
D0429,District_429,18,2025,Typhoid,64,4617860,0.013859233,74.74,335.38,87.14,0
D0429,District_429,19,2025,Swine Flu,258,4617860,0.055870035,74.74,234.64,83.62,0
D0429,District_429,20,2025,Hepatitis,160,4617860,0.034648084,74.74,173.38,51.66,0
D0429,District_429,21,2025,Hepatitis,106,4617860,0.022954355,74.74,431.2,87.6,0
D0429,District_429,22,2025,Typhoid,33,4617860,0.007146167,74.74,427.13,42.8,0
D0429,District_429,23,2025,Hepatitis,259,4617860,0.056086586,74.74,11.15,38.71,0
D0429,District_429,24,2025,Typhoid,268,4617860,0.05803554,74.74,304.75,33.15,0
D0429,District_429,25,2025,Hepatitis,225,4617860,0.048723868,74.74,183.92,95.75,0
D0429,District_429,26,2025,Typhoid,59,4617860,0.012776481,74.74,207.83,51.56,0
D0430,District_430,1,2025,Typhoid,72,1490697,0.048299554,75.02,416.02,94.23,0
D0430,District_430,2,2025,Swine Flu,282,1490697,0.189173253,75.02,154.92,49.08,0
D0430,District_430,3,2025,Hepatitis,5,1490697,0.003354136,75.02,471.52,93.53,0
D0430,District_430,4,2025,Hepatitis,233,1490697,0.156302723,75.02,89.82,93.28,0
D0430,District_430,5,2025,Swine Flu,281,1490697,0.188502425,75.02,331.36,94.66,0
D0430,District_430,6,2025,Hepatitis,253,1490697,0.169719266,75.02,336.05,64.73,0
D0430,District_430,7,2025,Chikungunya,127,1490697,0.085195046,75.02,126.1,90.62,0
D0430,District_430,8,2025,Typhoid,121,1490697,0.081170084,75.02,162.38,96.55,0
D0430,District_430,9,2025,Chikungunya,165,1490697,0.110686478,75.02,417.4,52.72,0
D0430,District_430,10,2025,Malaria,57,1490697,0.038237147,75.02,380.9,59.32,0
D0430,District_430,11,2025,Malaria,258,1490697,0.173073401,75.02,164.55,80.35,0
D0430,District_430,12,2025,Malaria,71,1490697,0.047628727,75.02,266.98,51.03,0
D0430,District_430,13,2025,Chikungunya,234,1490697,0.15697355,75.02,30.84,82.77,0
D0430,District_430,14,2025,Chikungunya,14,1490697,0.00939158,75.02,104.37,35.17,0
D0430,District_430,15,2025,Malaria,20,1490697,0.013416543,75.02,242.91,66.64,0
D0430,District_430,16,2025,Malaria,185,1490697,0.12410302,75.02,42.99,38.56,0
D0430,District_430,17,2025,Malaria,213,1490697,0.14288618,75.02,421.67,50.53,0
D0430,District_430,18,2025,Dengue,3,1490697,0.002012481,75.02,359,48.1,0
D0430,District_430,19,2025,Chikungunya,185,1490697,0.12410302,75.02,471.82,88.73,0
D0430,District_430,20,2025,Typhoid,174,1490697,0.116723922,75.02,346.73,43.55,0
D0430,District_430,21,2025,Hepatitis,136,1490697,0.091232491,75.02,470.2,86.59,0
D0430,District_430,22,2025,Dengue,211,1490697,0.141544526,75.02,277.26,85.58,0
D0430,District_430,23,2025,Typhoid,125,1490697,0.083853392,75.02,300.11,64.92,0
D0430,District_430,24,2025,Dengue,264,1490697,0.177098364,75.02,488.49,46.37,0
D0430,District_430,25,2025,Chikungunya,103,1490697,0.069095195,75.02,321.06,45.88,0
D0430,District_430,26,2025,Swine Flu,1,1490697,0.000670827,75.02,15.39,62.54,0
D0431,District_431,1,2025,Swine Flu,214,4740904,0.045139071,91.93,361.9,30.62,0
D0431,District_431,2,2025,Malaria,187,4740904,0.039443954,91.93,452.73,67.19,0
D0431,District_431,3,2025,Dengue,291,4740904,0.061380699,91.93,397.79,96.69,0
D0431,District_431,4,2025,Hepatitis,45,4740904,0.009491861,91.93,291.92,40.83,0
D0431,District_431,5,2025,Malaria,233,4740904,0.049146745,91.93,335.65,70.13,0
D0431,District_431,6,2025,Dengue,203,4740904,0.042818838,91.93,495.1,97.32,0
D0431,District_431,7,2025,Dengue,78,4740904,0.016452558,91.93,45.33,90.24,0
D0431,District_431,8,2025,Hepatitis,56,4740904,0.011812093,91.93,333.62,89.53,0
D0431,District_431,9,2025,Typhoid,117,4740904,0.024678838,91.93,141.7,87.53,0
D0431,District_431,10,2025,Typhoid,59,4740904,0.012444884,91.93,320.05,51.63,0
D0431,District_431,11,2025,Dengue,261,4740904,0.055052792,91.93,303.81,92.34,0
D0431,District_431,12,2025,Typhoid,240,4740904,0.050623257,91.93,76.73,95.89,0
D0431,District_431,13,2025,Hepatitis,198,4740904,0.041764187,91.93,103.37,64.71,0
D0431,District_431,14,2025,Chikungunya,261,4740904,0.055052792,91.93,310.81,54.82,0
D0431,District_431,15,2025,Chikungunya,31,4740904,0.006538837,91.93,64.11,59,0
D0431,District_431,16,2025,Malaria,228,4740904,0.048092094,91.93,132.59,53.39,0
D0431,District_431,17,2025,Typhoid,241,4740904,0.050834187,91.93,417.62,44.87,0
D0431,District_431,18,2025,Typhoid,284,4740904,0.059904187,91.93,163.55,73.29,0
D0431,District_431,19,2025,Malaria,26,4740904,0.005484186,91.93,244.03,69.38,0
D0431,District_431,20,2025,Dengue,44,4740904,0.00928093,91.93,470.57,62.38,0
D0431,District_431,21,2025,Malaria,234,4740904,0.049357675,91.93,113.57,36.71,0
D0431,District_431,22,2025,Hepatitis,111,4740904,0.023413256,91.93,194.81,85.78,0
D0431,District_431,23,2025,Malaria,126,4740904,0.02657721,91.93,303.23,42.25,0
D0431,District_431,24,2025,Malaria,245,4740904,0.051677908,91.93,377.67,38.02,0
D0431,District_431,25,2025,Hepatitis,285,4740904,0.060115117,91.93,450.83,73.61,0
D0431,District_431,26,2025,Hepatitis,87,4740904,0.018350931,91.93,457.74,57.91,0
D0432,District_432,1,2025,Chikungunya,106,4727427,0.022422345,88.38,388.32,34.19,0
D0432,District_432,2,2025,Typhoid,44,4727427,0.009307389,88.38,114.17,54.89,0
D0432,District_432,3,2025,Hepatitis,115,4727427,0.024326129,88.38,12.4,84.02,0
D0432,District_432,4,2025,Dengue,142,4727427,0.030037481,88.38,191.89,73.07,0
D0432,District_432,5,2025,Chikungunya,252,4727427,0.053305953,88.38,70.77,55.4,0
D0432,District_432,6,2025,Swine Flu,244,4727427,0.0516137,88.38,355.19,43.43,0
D0432,District_432,7,2025,Typhoid,146,4727427,0.030883608,88.38,330.57,74.23,0
D0432,District_432,8,2025,Dengue,183,4727427,0.038710275,88.38,21.99,92.13,0
D0432,District_432,9,2025,Swine Flu,93,4727427,0.019672435,88.38,418.3,75.24,0
D0432,District_432,10,2025,Hepatitis,12,4727427,0.002538379,88.38,124.37,86.9,0
D0432,District_432,11,2025,Hepatitis,94,4727427,0.019883966,88.38,216.11,66.51,0
D0432,District_432,12,2025,Chikungunya,227,4727427,0.048017664,88.38,333.97,80.26,0
D0432,District_432,13,2025,Chikungunya,110,4727427,0.023268471,88.38,214.71,92.74,0
D0432,District_432,14,2025,Hepatitis,126,4727427,0.026652976,88.38,220.64,84.12,0
