cases_lag1,rainfall_lag1,humidity_lag1,vaccination_coverage,predicted_risk,district_code,action
225.0,492.44,87.36,86.98,1,D0386,Increase Vaccination Drive
30.0,408.79,37.29,56.27,1,D0666,Increase Vaccination Drive
101.0,351.24,34.47,74.13,1,D0011,Increase Vaccination Drive
277.0,442.17,69.23,78.74,1,D0202,Increase Vaccination Drive
213.0,72.45,56.47,79.07,1,D0006,Increase Vaccination Drive
251.0,17.84,71.53,51.48,1,D0582,Increase Vaccination Drive
109.0,419.25,90.35,53.01,1,D0648,Increase Vaccination Drive
56.0,152.1,86.99,59.92,1,D0578,Increase Vaccination Drive
264.0,456.6,86.26,51.03,1,D0318,Increase Vaccination Drive
140.0,187.14,91.35,89.59,1,D0018,Increase Vaccination Drive
240.0,112.6,71.97,87.26,1,D0287,Increase Vaccination Drive
196.0,371.44,92.88,83.15,1,D0121,Increase Vaccination Drive
129.0,405.34,68.24,85.8,1,D0206,Increase Vaccination Drive
132.0,65.23,33.09,78.38,1,D0400,Increase Vaccination Drive
109.0,443.79,42.54,78.03,1,D0513,Increase Vaccination Drive
246.0,259.35,49.03,60.84,1,D0117,Increase Vaccination Drive
290.0,22.39,43.66,80.46,1,D0620,Increase Vaccination Drive
280.0,67.49,32.07,70.87,1,D0257,Increase Vaccination Drive
64.0,89.27,57.34,57.0,1,D0492,Increase Vaccination Drive
111.0,295.62,89.97,61.85,1,D0424,Increase Vaccination Drive
109.0,302.95,41.44,60.76,1,D0204,Increase Vaccination Drive
275.0,23.77,82.57,74.21,1,D0692,Increase Vaccination Drive
219.0,217.79,72.15,55.44,1,D0311,Increase Vaccination Drive
245.0,140.64,62.32,89.63,1,D0229,Increase Vaccination Drive
119.0,402.72,74.34,91.74,1,D0151,Increase Vaccination Drive
222.0,87.05,45.31,82.36,1,D0070,Increase Vaccination Drive
126.0,180.62,47.56,70.7,1,D0539,Increase Vaccination Drive
30.0,23.29,50.12,58.29,1,D0407,Increase Vaccination Drive
274.0,421.36,80.6,87.19,1,D0538,Increase Vaccination Drive
146.0,1.69,79.89,73.16,1,D0591,Increase Vaccination Drive
193.0,419.9,87.19,94.35,1,D0076,Increase Vaccination Drive
5.0,166.09,66.55,95.85,1,D0200,Increase Vaccination Drive
188.0,382.0,68.31,62.99,1,D0487,Increase Vaccination Drive
257.0,132.77,81.0,65.64,1,D0519,Increase Vaccination Drive
42.0,31.63,31.6,97.55,1,D0306,Increase Vaccination Drive
226.0,493.05,61.17,97.46,1,D0708,Increase Vaccination Drive
112.0,49.62,97.63,72.89,1,D0232,Increase Vaccination Drive
117.0,393.53,41.25,52.39,1,D0718,Increase Vaccination Drive
27.0,120.93,76.12,60.54,1,D0438,Increase Vaccination Drive
85.0,179.2,61.67,66.26,1,D0702,Increase Vaccination Drive
173.0,197.76,53.98,54.32,1,D0690,Increase Vaccination Drive
154.0,346.18,62.19,79.75,1,D0130,Increase Vaccination Drive
272.0,223.39,82.68,56.27,1,D0666,Increase Vaccination Drive
246.0,126.98,87.53,56.55,1,D0650,Increase Vaccination Drive
37.0,472.31,34.86,57.65,1,D0056,Increase Vaccination Drive
165.0,351.85,78.95,64.48,1,D0115,Increase Vaccination Drive
42.0,284.54,97.68,80.95,1,D0699,Increase Vaccination Drive
15.0,352.28,36.78,74.14,1,D0118,Increase Vaccination Drive
17.0,173.26,67.02,74.14,1,D0118,Increase Vaccination Drive
135.0,396.5,46.17,76.95,1,D0464,Increase Vaccination Drive
103.0,470.86,78.86,59.55,1,D0091,Increase Vaccination Drive
225.0,463.95,44.45,54.67,1,D0335,Increase Vaccination Drive
37.0,238.31,84.37,92.95,1,D0385,Increase Vaccination Drive
71.0,487.92,89.93,56.42,1,D0622,Increase Vaccination Drive
20.0,450.01,48.35,76.05,1,D0037,Increase Vaccination Drive
161.0,6.57,84.28,65.43,1,D0684,Increase Vaccination Drive
135.0,230.74,62.88,82.51,1,D0069,Increase Vaccination Drive
251.0,83.41,38.59,78.22,1,D0291,Increase Vaccination Drive
237.0,261.49,96.75,50.38,1,D0580,Increase Vaccination Drive
283.0,147.23,84.35,88.7,1,D0468,Increase Vaccination Drive
231.0,276.35,59.16,68.16,1,D0248,Increase Vaccination Drive
147.0,310.94,56.25,59.48,1,D0604,Increase Vaccination Drive
123.0,304.84,75.02,95.74,1,D0212,Increase Vaccination Drive
42.0,16.59,54.77,74.97,1,D0472,Increase Vaccination Drive
81.0,134.82,42.78,80.54,1,D0223,Increase Vaccination Drive
278.0,352.75,36.51,75.88,1,D0480,Increase Vaccination Drive
100.0,239.66,50.23,68.35,1,D0605,Increase Vaccination Drive
132.0,93.76,96.62,81.33,1,D0704,Increase Vaccination Drive
49.0,29.22,88.08,73.17,1,D0490,Increase Vaccination Drive
160.0,178.21,36.93,87.4,1,D0522,Increase Vaccination Drive
37.0,269.04,93.66,50.78,1,D0412,Increase Vaccination Drive
211.0,75.59,81.25,69.55,1,D0614,Increase Vaccination Drive
220.0,52.74,74.55,96.27,1,D0081,Increase Vaccination Drive
53.0,15.33,98.94,85.24,1,D0052,Increase Vaccination Drive
206.0,163.6,40.47,65.55,1,D0476,Increase Vaccination Drive
294.0,495.36,64.37,59.22,1,D0619,Increase Vaccination Drive
48.0,11.75,92.77,89.06,1,D0494,Increase Vaccination Drive
230.0,63.27,70.34,90.97,1,D0339,Increase Vaccination Drive
68.0,46.59,93.67,63.08,1,D0633,Increase Vaccination Drive
247.0,227.19,90.72,91.72,1,D0068,Increase Vaccination Drive
156.0,75.16,63.2,92.77,1,D0307,Increase Vaccination Drive
208.0,388.08,35.24,60.42,1,D0413,Increase Vaccination Drive
84.0,307.7,61.75,82.29,1,D0377,Increase Vaccination Drive
105.0,49.53,82.41,81.1,1,D0507,Increase Vaccination Drive
133.0,57.92,64.5,78.84,1,D0712,Increase Vaccination Drive
166.0,353.34,52.47,59.92,1,D0578,Increase Vaccination Drive
240.0,172.67,87.15,86.25,1,D0114,Increase Vaccination Drive
240.0,211.44,49.84,94.19,1,D0381,Increase Vaccination Drive
214.0,454.68,90.46,53.46,1,D0486,Increase Vaccination Drive
176.0,142.14,70.11,97.41,1,D0100,Increase Vaccination Drive
218.0,187.88,71.43,74.62,1,D0481,Increase Vaccination Drive
267.0,486.51,96.72,79.65,1,D0009,Increase Vaccination Drive
159.0,134.3,57.78,85.63,1,D0252,Increase Vaccination Drive
46.0,84.88,76.97,55.44,1,D0311,Increase Vaccination Drive
108.0,411.18,92.01,62.37,1,D0564,Increase Vaccination Drive
219.0,62.05,75.37,71.55,1,D0572,Increase Vaccination Drive
1.0,144.72,38.75,94.16,1,D0156,Increase Vaccination Drive
152.0,57.06,80.74,81.02,1,D0552,Increase Vaccination Drive
115.0,183.89,64.26,59.73,1,D0103,Increase Vaccination Drive
50.0,323.47,37.03,58.18,1,D0725,Increase Vaccination Drive
60.0,212.43,42.19,96.67,1,D0129,Increase Vaccination Drive
18.0,132.52,73.22,85.99,1,D0236,Increase Vaccination Drive
261.0,137.33,42.26,95.74,1,D0212,Increase Vaccination Drive
108.0,304.25,76.08,73.17,1,D0667,Increase Vaccination Drive
186.0,123.41,72.65,68.37,1,D0101,Increase Vaccination Drive
194.0,392.26,74.6,92.1,1,D0518,Increase Vaccination Drive
91.0,242.08,81.59,76.43,1,D0678,Increase Vaccination Drive
103.0,457.85,47.12,70.7,1,D0539,Increase Vaccination Drive
191.0,235.64,72.25,72.07,1,D0084,Increase Vaccination Drive
142.0,149.53,89.39,57.0,1,D0492,Increase Vaccination Drive
80.0,75.62,77.96,85.13,1,D0079,Increase Vaccination Drive
95.0,251.27,46.61,96.7,1,D0332,Increase Vaccination Drive
266.0,343.29,73.96,60.98,1,D0709,Increase Vaccination Drive
83.0,109.66,77.77,59.92,1,D0578,Increase Vaccination Drive
214.0,419.43,38.33,50.13,1,D0180,Increase Vaccination Drive
89.0,145.95,68.63,75.96,1,D0670,Increase Vaccination Drive
41.0,51.42,41.44,94.17,1,D0471,Increase Vaccination Drive
86.0,156.94,54.55,71.41,1,D0138,Increase Vaccination Drive
71.0,462.63,55.75,96.49,1,D0376,Increase Vaccination Drive
243.0,46.65,73.6,77.06,1,D0726,Increase Vaccination Drive
97.0,245.31,33.42,53.24,1,D0304,Increase Vaccination Drive
124.0,246.5,57.06,97.45,1,D0576,Increase Vaccination Drive
175.0,229.46,38.68,50.17,1,D0546,Increase Vaccination Drive
201.0,34.26,41.85,91.51,1,D0609,Increase Vaccination Drive
81.0,462.11,55.69,87.59,1,D0300,Increase Vaccination Drive
44.0,277.18,70.97,57.35,1,D0657,Increase Vaccination Drive
228.0,198.12,44.62,70.02,1,D0043,Increase Vaccination Drive
13.0,258.34,80.84,86.48,1,D0637,Increase Vaccination Drive
85.0,407.81,94.24,80.39,1,D0697,Increase Vaccination Drive
77.0,372.18,78.65,52.44,1,D0321,Increase Vaccination Drive
291.0,244.77,72.66,58.39,1,D0617,Increase Vaccination Drive
70.0,438.68,68.17,64.11,1,D0127,Increase Vaccination Drive
5.0,396.33,55.77,80.42,1,D0271,Increase Vaccination Drive
175.0,242.17,99.42,62.37,1,D0460,Increase Vaccination Drive
205.0,258.14,49.51,92.99,1,D0167,Increase Vaccination Drive
15.0,216.04,33.78,79.16,1,D0071,Increase Vaccination Drive
151.0,82.76,62.52,82.06,1,D0682,Increase Vaccination Drive
119.0,498.01,45.74,96.7,1,D0332,Increase Vaccination Drive
190.0,363.22,90.76,76.95,1,D0464,Increase Vaccination Drive
298.0,164.68,87.5,50.36,1,D0350,Increase Vaccination Drive
257.0,337.91,65.1,55.52,1,D0378,Increase Vaccination Drive
52.0,449.88,80.12,67.07,1,D0446,Increase Vaccination Drive
167.0,62.9,37.77,83.61,1,D0317,Increase Vaccination Drive
182.0,281.91,65.81,84.37,1,D0623,Increase Vaccination Drive
231.0,107.28,49.3,83.11,1,D0282,Increase Vaccination Drive
299.0,159.41,76.72,50.16,1,D0238,Increase Vaccination Drive
102.0,447.38,47.46,59.19,1,D0293,Increase Vaccination Drive
110.0,19.73,50.52,80.6,1,D0390,Increase Vaccination Drive
141.0,3.04,45.53,97.11,1,D0479,Increase Vaccination Drive
169.0,128.17,47.88,57.53,1,D0724,Increase Vaccination Drive
237.0,79.75,97.24,77.4,1,D0123,Increase Vaccination Drive
74.0,136.99,86.39,55.2,1,D0187,Increase Vaccination Drive
45.0,70.4,83.79,64.36,1,D0106,Increase Vaccination Drive
184.0,19.96,41.48,58.79,1,D0197,Increase Vaccination Drive
165.0,65.04,42.93,92.96,1,D0047,Increase Vaccination Drive
126.0,407.91,96.94,92.95,1,D0385,Increase Vaccination Drive
104.0,187.28,67.01,60.07,1,D0092,Increase Vaccination Drive
206.0,37.82,53.04,94.25,1,D0553,Increase Vaccination Drive
131.0,251.2,89.01,56.05,1,D0463,Increase Vaccination Drive
105.0,279.36,81.54,75.31,1,D0493,Increase Vaccination Drive
9.0,113.56,74.55,92.1,1,D0518,Increase Vaccination Drive
14.0,300.3,49.13,65.55,1,D0681,Increase Vaccination Drive
194.0,74.25,86.8,94.55,1,D0188,Increase Vaccination Drive
116.0,336.07,49.3,50.61,1,D0007,Increase Vaccination Drive
141.0,31.36,63.57,66.36,1,D0599,Increase Vaccination Drive
25.0,137.08,84.8,90.66,1,D0062,Increase Vaccination Drive
1.0,487.76,66.94,84.17,1,D0323,Increase Vaccination Drive
170.0,202.76,94.68,83.61,1,D0530,Increase Vaccination Drive
257.0,329.35,67.63,85.24,1,D0052,Increase Vaccination Drive
90.0,90.19,59.05,85.47,1,D0683,Increase Vaccination Drive
46.0,328.06,72.4,68.31,1,D0592,Increase Vaccination Drive
223.0,496.41,86.48,85.44,1,D0090,Increase Vaccination Drive
245.0,441.93,39.42,79.6,1,D0628,Increase Vaccination Drive
109.0,188.1,79.0,69.52,1,D0243,Increase Vaccination Drive
240.0,267.66,96.57,91.72,1,D0068,Increase Vaccination Drive
56.0,352.56,54.63,58.29,1,D0407,Increase Vaccination Drive
171.0,147.46,62.03,65.84,1,D0722,Increase Vaccination Drive
194.0,105.76,68.9,74.62,1,D0481,Increase Vaccination Drive
49.0,385.66,51.43,53.52,1,D0320,Increase Vaccination Drive
266.0,470.38,38.98,66.61,1,D0222,Increase Vaccination Drive
214.0,139.3,64.31,65.12,1,D0024,Increase Vaccination Drive
224.0,121.21,43.79,79.6,1,D0628,Increase Vaccination Drive
257.0,219.81,53.83,56.42,1,D0622,Increase Vaccination Drive
86.0,22.65,68.22,77.37,1,D0014,Increase Vaccination Drive
269.0,467.41,59.13,96.53,1,D0269,Increase Vaccination Drive
11.0,364.43,30.19,66.08,1,D0109,Increase Vaccination Drive
78.0,119.97,49.79,96.53,1,D0269,Increase Vaccination Drive
24.0,244.12,43.44,55.96,1,D0489,Increase Vaccination Drive
246.0,312.4,87.42,59.19,1,D0293,Increase Vaccination Drive
217.0,173.43,44.53,66.35,1,D0510,Increase Vaccination Drive
248.0,487.89,75.74,78.22,1,D0181,Increase Vaccination Drive
38.0,243.91,39.58,69.14,1,D0473,Increase Vaccination Drive
6.0,401.35,87.69,50.16,1,D0238,Increase Vaccination Drive
88.0,349.12,66.47,73.17,1,D0490,Increase Vaccination Drive
200.0,108.41,49.63,55.42,1,D0285,Increase Vaccination Drive
2.0,67.21,94.63,78.42,1,D0028,Increase Vaccination Drive
139.0,116.48,40.44,63.16,1,D0041,Increase Vaccination Drive
231.0,448.67,79.41,60.85,1,D0602,Increase Vaccination Drive
102.0,454.01,85.83,53.58,1,D0166,Increase Vaccination Drive
50.0,20.03,31.03,80.42,1,D0271,Increase Vaccination Drive
210.0,498.38,86.8,87.02,1,D0607,Increase Vaccination Drive
95.0,337.73,89.86,97.61,1,D0172,Increase Vaccination Drive
215.0,438.83,37.22,58.18,1,D0725,Increase Vaccination Drive
177.0,394.46,76.97,94.11,1,D0233,Increase Vaccination Drive
63.0,110.16,31.98,60.98,1,D0709,Increase Vaccination Drive
88.0,467.67,64.98,91.51,1,D0609,Increase Vaccination Drive
256.0,33.25,54.4,56.3,1,D0506,Increase Vaccination Drive
9.0,336.35,43.38,62.09,1,D0116,Increase Vaccination Drive
168.0,218.12,33.48,91.73,1,D0195,Increase Vaccination Drive
100.0,11.07,30.59,66.74,1,D0551,Increase Vaccination Drive
19.0,188.5,90.34,56.15,1,D0535,Increase Vaccination Drive
11.0,421.12,89.69,60.88,1,D0459,Increase Vaccination Drive
275.0,151.1,97.41,56.42,1,D0622,Increase Vaccination Drive
110.0,393.08,45.51,73.17,1,D0667,Increase Vaccination Drive
169.0,348.27,75.79,56.15,1,D0535,Increase Vaccination Drive
283.0,482.8,31.6,89.63,1,D0229,Increase Vaccination Drive
152.0,250.72,66.59,95.56,1,D0277,Increase Vaccination Drive
145.0,18.68,56.9,88.11,1,D0612,Increase Vaccination Drive
222.0,466.46,49.67,86.25,1,D0114,Increase Vaccination Drive
158.0,416.24,44.61,81.86,1,D0661,Increase Vaccination Drive
41.0,259.54,89.17,93.13,1,D0058,Increase Vaccination Drive
101.0,347.35,87.06,74.56,1,D0039,Increase Vaccination Drive
159.0,89.92,89.74,62.99,1,D0487,Increase Vaccination Drive
243.0,279.92,34.21,93.26,1,D0528,Increase Vaccination Drive
262.0,171.3,96.16,53.43,1,D0475,Increase Vaccination Drive
256.0,359.78,50.18,70.9,1,D0348,Increase Vaccination Drive
138.0,51.98,57.1,90.77,1,D0276,Increase Vaccination Drive
104.0,434.88,75.22,86.58,1,D0517,Increase Vaccination Drive
268.0,251.61,34.57,76.53,1,D0231,Increase Vaccination Drive
35.0,147.65,89.25,59.63,1,D0099,Increase Vaccination Drive
121.0,292.16,89.68,80.57,1,D0019,Increase Vaccination Drive
35.0,425.31,53.87,85.13,1,D0079,Increase Vaccination Drive
276.0,438.33,33.51,97.28,1,D0022,Increase Vaccination Drive
183.0,367.3,60.83,95.01,1,D0174,Increase Vaccination Drive
95.0,245.57,94.12,66.36,1,D0599,Increase Vaccination Drive
23.0,317.37,58.67,76.08,1,D0191,Increase Vaccination Drive
132.0,144.59,40.81,52.13,1,D0357,Increase Vaccination Drive
282.0,476.56,54.71,60.54,1,D0349,Increase Vaccination Drive
257.0,190.72,80.58,95.35,1,D0514,Increase Vaccination Drive
60.0,317.34,76.46,71.1,1,D0082,Increase Vaccination Drive
101.0,118.16,56.82,50.38,1,D0580,Increase Vaccination Drive
39.0,238.93,92.97,79.27,1,D0216,Increase Vaccination Drive
79.0,222.36,86.21,93.12,1,D0209,Increase Vaccination Drive
130.0,379.4,31.01,79.5,1,D0406,Increase Vaccination Drive
229.0,261.58,91.62,94.76,1,D0338,Increase Vaccination Drive
180.0,234.58,58.49,66.32,1,D0425,Increase Vaccination Drive
174.0,118.61,63.84,78.47,1,D0026,Increase Vaccination Drive
258.0,121.16,46.26,76.82,1,D0462,Increase Vaccination Drive
79.0,263.2,79.61,80.94,1,D0051,Increase Vaccination Drive
190.0,221.02,93.35,62.93,1,D0165,Increase Vaccination Drive
88.0,21.13,86.2,88.69,1,D0503,Increase Vaccination Drive
13.0,433.81,36.61,80.74,1,D0500,Increase Vaccination Drive
244.0,410.92,75.25,66.5,1,D0215,Increase Vaccination Drive
230.0,258.87,87.02,87.32,1,D0548,Increase Vaccination Drive
294.0,460.38,72.18,93.32,1,D0254,Increase Vaccination Drive
240.0,251.32,94.0,65.37,1,D0627,Increase Vaccination Drive
151.0,153.13,68.62,91.85,1,D0067,Increase Vaccination Drive
8.0,389.55,93.62,87.69,1,D0706,Increase Vaccination Drive
221.0,19.63,61.96,91.0,1,D0192,Increase Vaccination Drive
209.0,371.23,65.72,63.33,1,D0409,Increase Vaccination Drive
184.0,401.88,59.1,51.08,1,D0571,Increase Vaccination Drive
193.0,83.74,48.5,78.27,1,D0050,Increase Vaccination Drive
24.0,443.85,50.43,78.39,1,D0017,Increase Vaccination Drive
63.0,32.57,83.22,63.32,1,D0550,Increase Vaccination Drive
116.0,357.34,51.01,61.57,1,D0477,Increase Vaccination Drive
24.0,48.34,88.08,80.8,1,D0063,Increase Vaccination Drive
294.0,292.68,94.4,53.82,1,D0055,Increase Vaccination Drive
29.0,312.82,95.62,52.65,1,D0218,Increase Vaccination Drive
266.0,469.03,77.98,55.2,1,D0187,Increase Vaccination Drive
150.0,126.83,38.63,61.85,1,D0424,Increase Vaccination Drive
51.0,495.63,41.31,90.66,1,D0062,Increase Vaccination Drive
202.0,234.59,67.89,55.37,1,D0286,Increase Vaccination Drive
7.0,491.24,59.71,66.5,1,D0215,Increase Vaccination Drive
220.0,216.97,78.58,60.57,1,D0382,Increase Vaccination Drive
133.0,464.76,44.26,78.42,1,D0028,Increase Vaccination Drive
110.0,175.66,38.55,82.06,1,D0682,Increase Vaccination Drive
291.0,322.86,80.2,89.34,1,D0179,Increase Vaccination Drive
229.0,259.53,91.95,90.66,1,D0062,Increase Vaccination Drive
79.0,483.88,42.8,78.09,1,D0136,Increase Vaccination Drive
114.0,0.17,45.54,90.47,1,D0616,Increase Vaccination Drive
53.0,285.91,93.55,83.9,1,D0324,Increase Vaccination Drive
267.0,174.51,51.87,67.84,1,D0652,Increase Vaccination Drive
6.0,36.16,53.41,73.17,1,D0490,Increase Vaccination Drive
91.0,90.62,55.68,75.62,1,D0501,Increase Vaccination Drive
226.0,328.45,33.14,55.51,1,D0544,Increase Vaccination Drive
75.0,151.8,54.55,85.47,1,D0683,Increase Vaccination Drive
201.0,39.9,42.18,86.35,1,D0643,Increase Vaccination Drive
221.0,154.84,37.2,85.06,1,D0534,Increase Vaccination Drive
38.0,60.88,75.71,73.19,1,D0484,Increase Vaccination Drive
218.0,125.95,88.91,57.55,1,D0603,Increase Vaccination Drive
210.0,243.54,92.35,77.22,1,D0272,Increase Vaccination Drive
51.0,322.1,58.8,73.16,1,D0591,Increase Vaccination Drive
54.0,464.61,77.26,59.63,1,D0099,Increase Vaccination Drive
92.0,344.77,33.1,97.44,1,D0297,Increase Vaccination Drive
16.0,465.87,40.67,88.93,1,D0265,Increase Vaccination Drive
1.0,407.21,44.37,59.49,1,D0403,Increase Vaccination Drive
202.0,253.73,46.0,53.92,1,D0045,Increase Vaccination Drive
125.0,193.99,99.83,95.85,1,D0200,Increase Vaccination Drive
112.0,431.59,63.32,59.79,1,D0618,Increase Vaccination Drive
47.0,171.58,88.69,60.07,1,D0092,Increase Vaccination Drive
205.0,415.97,88.66,84.21,1,D0234,Increase Vaccination Drive
4.0,216.17,84.56,96.49,1,D0131,Increase Vaccination Drive
16.0,372.12,48.65,51.48,1,D0582,Increase Vaccination Drive
82.0,227.05,51.72,50.74,1,D0356,Increase Vaccination Drive
159.0,115.0,46.97,50.3,1,D0155,Increase Vaccination Drive
218.0,381.33,50.38,71.93,1,D0392,Increase Vaccination Drive
47.0,260.17,92.64,65.74,1,D0567,Increase Vaccination Drive
97.0,434.98,32.26,93.59,1,D0096,Increase Vaccination Drive
142.0,54.51,34.54,78.52,1,D0178,Increase Vaccination Drive
281.0,85.26,80.49,92.1,1,D0002,Increase Vaccination Drive
56.0,235.61,88.21,68.08,1,D0653,Increase Vaccination Drive
20.0,454.22,58.36,82.0,1,D0638,Increase Vaccination Drive
208.0,180.21,41.44,76.18,1,D0132,Increase Vaccination Drive
298.0,187.48,95.73,81.52,1,D0418,Increase Vaccination Drive
131.0,456.03,72.73,53.43,1,D0475,Increase Vaccination Drive
292.0,314.04,62.42,92.88,1,D0508,Increase Vaccination Drive
180.0,171.91,81.64,88.7,1,D0468,Increase Vaccination Drive
169.0,164.43,59.76,51.7,1,D0721,Increase Vaccination Drive
215.0,308.44,56.58,72.45,1,D0470,Increase Vaccination Drive
221.0,82.83,58.63,86.74,1,D0635,Increase Vaccination Drive
166.0,21.71,95.57,97.37,1,D0060,Increase Vaccination Drive
299.0,488.12,35.51,54.77,1,D0590,Increase Vaccination Drive
69.0,251.78,71.7,51.7,1,D0721,Increase Vaccination Drive
267.0,113.82,82.49,84.45,1,D0309,Increase Vaccination Drive
251.0,366.15,79.58,87.41,1,D0343,Increase Vaccination Drive
54.0,49.97,46.86,72.14,1,D0359,Increase Vaccination Drive
215.0,365.76,42.87,58.63,1,D0688,Increase Vaccination Drive
129.0,279.02,39.99,63.01,1,D0498,Increase Vaccination Drive
227.0,333.97,80.26,88.38,1,D0432,Increase Vaccination Drive
212.0,316.59,71.1,66.61,1,D0222,Increase Vaccination Drive
289.0,88.04,75.26,59.02,1,D0336,Increase Vaccination Drive
62.0,455.4,46.46,74.95,1,D0380,Increase Vaccination Drive
105.0,94.94,57.83,72.38,1,D0183,Increase Vaccination Drive
270.0,209.47,69.61,50.43,1,D0561,Increase Vaccination Drive
237.0,21.59,86.78,71.67,1,D0072,Increase Vaccination Drive
257.0,490.89,84.17,51.7,1,D0721,Increase Vaccination Drive
134.0,273.25,72.05,75.35,1,D0596,Increase Vaccination Drive
195.0,319.18,80.04,83.22,1,D0644,Increase Vaccination Drive
21.0,113.39,85.04,76.67,1,D0168,Increase Vaccination Drive
175.0,469.09,98.06,95.85,1,D0200,Increase Vaccination Drive
220.0,327.45,80.73,74.62,1,D0481,Increase Vaccination Drive
126.0,496.74,59.27,97.23,1,D0675,Increase Vaccination Drive
30.0,55.18,54.36,63.97,1,D0453,Increase Vaccination Drive
228.0,226.89,56.25,64.31,1,D0054,Increase Vaccination Drive
92.0,366.66,68.22,56.6,1,D0328,Increase Vaccination Drive
249.0,489.58,38.82,61.05,1,D0585,Increase Vaccination Drive
22.0,368.03,79.31,71.31,1,D0574,Increase Vaccination Drive
220.0,353.11,95.01,85.49,1,D0649,Increase Vaccination Drive
134.0,416.39,55.76,53.16,1,D0368,Increase Vaccination Drive
286.0,14.13,78.13,88.7,1,D0468,Increase Vaccination Drive
276.0,66.85,84.52,95.85,1,D0200,Increase Vaccination Drive
294.0,254.86,60.87,83.9,1,D0324,Increase Vaccination Drive
254.0,410.23,39.05,97.71,1,D0353,Increase Vaccination Drive
224.0,491.13,31.81,58.18,1,D0725,Increase Vaccination Drive
88.0,463.25,71.79,53.01,1,D0509,Increase Vaccination Drive
13.0,267.89,69.13,50.61,1,D0007,Increase Vaccination Drive
100.0,174.6,55.99,53.31,1,D0008,Increase Vaccination Drive
244.0,276.25,75.64,97.41,1,D0100,Increase Vaccination Drive
285.0,341.37,66.08,61.57,1,D0477,Increase Vaccination Drive
61.0,121.35,35.21,93.03,1,D0711,Increase Vaccination Drive
151.0,257.39,91.08,97.95,1,D0640,Increase Vaccination Drive
170.0,302.85,75.98,63.33,1,D0302,Increase Vaccination Drive
267.0,289.18,64.78,97.61,1,D0172,Increase Vaccination Drive
131.0,135.37,41.71,77.09,1,D0443,Increase Vaccination Drive
230.0,421.08,67.81,97.73,1,D0170,Increase Vaccination Drive
216.0,436.77,76.26,57.33,1,D0225,Increase Vaccination Drive
220.0,82.81,41.66,62.99,1,D0487,Increase Vaccination Drive
35.0,363.05,66.37,95.6,1,D0442,Increase Vaccination Drive
174.0,363.05,79.93,58.63,1,D0012,Increase Vaccination Drive
43.0,230.33,79.98,54.73,1,D0521,Increase Vaccination Drive
197.0,96.38,82.99,59.92,1,D0578,Increase Vaccination Drive
1.0,416.38,35.38,53.8,1,D0444,Increase Vaccination Drive
160.0,250.2,90.76,63.01,1,D0102,Increase Vaccination Drive
200.0,498.36,64.24,59.79,1,D0618,Increase Vaccination Drive
278.0,90.91,54.12,80.8,1,D0193,Increase Vaccination Drive
117.0,406.16,76.47,73.79,1,D0295,Increase Vaccination Drive
295.0,272.13,86.18,83.15,1,D0121,Increase Vaccination Drive
78.0,288.39,72.58,86.35,1,D0643,Increase Vaccination Drive
78.0,265.38,79.18,72.25,1,D0372,Increase Vaccination Drive
163.0,127.71,82.46,84.13,1,D0417,Increase Vaccination Drive
156.0,140.91,37.65,56.3,1,D0506,Increase Vaccination Drive
31.0,341.71,65.77,51.33,1,D0219,Increase Vaccination Drive
59.0,414.35,61.15,50.13,1,D0180,Increase Vaccination Drive
182.0,124.83,59.77,58.18,1,D0725,Increase Vaccination Drive
202.0,72.37,41.67,87.25,1,D0703,Increase Vaccination Drive
152.0,212.19,39.96,56.6,1,D0328,Increase Vaccination Drive
183.0,312.21,30.54,62.81,1,D0457,Increase Vaccination Drive
40.0,289.19,72.66,90.66,1,D0062,Increase Vaccination Drive
238.0,55.8,89.83,52.1,1,D0142,Increase Vaccination Drive
37.0,65.54,79.63,95.56,1,D0277,Increase Vaccination Drive
222.0,61.26,49.3,60.57,1,D0382,Increase Vaccination Drive
91.0,217.25,41.04,59.79,1,D0618,Increase Vaccination Drive
222.0,255.43,64.17,61.05,1,D0585,Increase Vaccination Drive
46.0,214.85,93.31,79.6,1,D0628,Increase Vaccination Drive
294.0,480.24,45.48,76.29,1,D0658,Increase Vaccination Drive
299.0,36.38,68.78,82.82,1,D0439,Increase Vaccination Drive
10.0,26.35,80.7,84.05,1,D0244,Increase Vaccination Drive
258.0,201.87,77.64,88.69,1,D0503,Increase Vaccination Drive
109.0,107.15,38.44,63.97,1,D0342,Increase Vaccination Drive
41.0,485.53,76.43,60.33,1,D0040,Increase Vaccination Drive
299.0,353.5,92.15,56.91,1,D0685,Increase Vaccination Drive
113.0,173.64,55.15,81.24,1,D0095,Increase Vaccination Drive
224.0,240.57,96.75,66.33,1,D0027,Increase Vaccination Drive
141.0,295.53,77.43,79.6,1,D0628,Increase Vaccination Drive
66.0,400.18,43.11,50.37,1,D0333,Increase Vaccination Drive
9.0,69.19,91.1,78.22,1,D0181,Increase Vaccination Drive
199.0,493.4,65.51,63.97,1,D0453,Increase Vaccination Drive
285.0,340.86,70.65,73.46,1,D0696,Increase Vaccination Drive
140.0,39.23,87.25,76.12,1,D0113,Increase Vaccination Drive
144.0,317.5,40.2,65.37,1,D0627,Increase Vaccination Drive
